date,unit_sales,onpromotion,transactions,dcoilwtico,is_holiday,year,month,day,dayofweek,quarter,is_weekend,day_of_month,is_month_start,is_month_end,is_payday,sales_lag_1,sales_lag_7,sales_lag_14,sales_lag_30,sales_rolling_mean_7,sales_rolling_std_7,sales_rolling_mean_14,sales_rolling_std_14,sales_rolling_mean_30,sales_rolling_std_30
2013-12-11,30728.707,0,4837.0,97.25,0.0,2013,12,11,2,4,0,11,0,0,0,26656.403,24250.33,21559.955,21203.853,28871.803142857145,5665.319261837972,28976.57307142857,8131.273182114994,27391.165933333334,9798.255864706023
2013-12-12,23076.183,0,4675.0,97.21,0.0,2013,12,12,3,4,0,12,0,0,0,30728.707,18840.624,16013.364,58409.147,29476.882999999998,4527.266659565375,29481.060142857143,7456.208352778019,26213.400466666666,7876.325734376013
2013-12-13,28384.902000000002,0,4913.0,96.27,0.0,2013,12,13,4,4,0,13,0,0,0,23076.183,31338.449,21273.317,21011.626,29054.947714285714,4462.018401193991,29989.0305,7087.136775678166,26459.17633333333,7823.270973796488
2013-12-14,36116.058,0,5950.0,96.27,0.0,2013,12,14,5,4,1,14,0,0,0,28384.902000000002,32877.163,32135.533,16602.626,29517.646999999997,5053.1997066088625,30273.353714285717,7257.668820177592,27109.624066666667,7786.626033519154
2013-12-15,42092.115,0,6159.0,96.27,0.0,2013,12,15,6,4,1,15,0,0,1,36116.058,36016.826,46422.157,21800.019,30385.54542857143,6630.914312043718,29964.065000000002,6576.876010743032,27786.027266666668,8180.86980984803
2013-12-16,29312.315,0,5165.0,97.18,0.0,2013,12,16,0,4,0,16,0,0,0,42092.115,25644.45,38354.881,35513.099,30909.526142857143,6332.009881669809,29318.167428571433,6117.423340733069,27579.334466666667,8056.294505862448
2013-12-17,28484.056,0,5327.0,96.99,0.0,2013,12,17,1,4,0,17,0,0,0,29312.315,26656.403,25119.819,37909.497,31170.619428571426,6162.828840016756,29558.470071428572,6004.859990630552,27265.1531,7819.863123732589
2013-12-18,35173.904,0,6059.0,97.59,0.0,2013,12,18,2,4,0,18,0,0,0,28484.056,30728.707,24250.33,21014.881,31805.64757142857,6336.2834984689825,30338.725357142856,5971.6769737707955,27737.120533333335,7856.8164138643215
2013-12-19,30876.291,0,5997.0,98.4,0.0,2013,12,19,3,4,0,19,0,0,0,35173.904,23076.183,18840.624,18417.246,32919.94871428572,5113.0456369311505,31198.415857142856,4971.671517771174,28152.422033333336,7674.358179383217
2013-12-20,30466.889,0,6119.0,99.11,0.0,2013,12,20,4,4,0,20,0,0,0,30876.291,28384.902000000002,31338.449,20758.324,33217.37542857143,4859.544368569041,31136.16157142857,4975.238639536557,28476.040866666666,7555.586258622623
2013-12-21,41398.064,0,6900.0,99.11,1.0,2013,12,21,5,4,1,21,0,0,0,30466.889,36116.058,32877.163,15725.331,33971.947714285714,5718.780148667612,31744.797357142856,5676.39121523046,29331.798633333336,7515.382080661028
2013-12-22,41088.184,0,7159.0,99.11,1.0,2013,12,22,6,4,1,22,0,0,0,41398.064,42092.115,36016.826,21721.107,33828.528999999995,5489.177199508882,32107.037214285716,6114.862230057448,29977.367866666664,7669.319188038371
2013-12-23,38076.623,0,8256.0,98.62,1.0,2013,12,23,0,4,0,23,0,0,0,41088.184,29312.315,25644.45,30902.991,35080.573,5283.042249486204,32995.04957142857,6005.901065453464,30216.488933333334,7809.722138256735
2013-12-24,24526.033,0,7433.0,98.87,1.0,2013,12,24,1,4,0,24,0,0,0,38076.623,28484.056,26656.403,35309.196,34515.141142857145,6233.103804739447,32842.88028571429,6202.621302894925,29857.050166666668,7815.3932393383875
2013-12-26,22924.373,0,5084.0,99.18,1.0,2013,12,26,3,4,0,26,0,0,0,24526.033,35173.904,30728.707,20636.88,32765.208142857144,7589.308020191317,32285.427857142855,6735.09269255896,29933.299933333336,7733.0611930914665
2013-12-27,23745.096,0,5087.0,99.94,0.0,2013,12,27,4,4,0,27,0,0,0,22924.373,30876.291,23076.183,18771.03,31746.465999999997,8327.816276128937,32333.207357142855,6666.76183400981,30099.102133333334,7536.302289669372
2013-12-28,25482.503,0,4822.0,99.94,0.0,2013,12,28,5,4,1,28,0,0,0,23745.096,30466.889,28384.902000000002,21559.955,31034.41085714286,8661.850274382323,32125.893142857145,6841.814873913953,30229.853733333337,7416.111975596762
2013-12-29,25062.428,0,4214.0,99.94,0.0,2013,12,29,6,4,1,29,0,0,0,25482.503,41398.064,36116.058,16013.364,28700.74857142857,7531.083545204507,31336.34814285714,6982.281894661124,30531.4892,6989.714063344372
2013-12-30,33065.991,0,5810.0,98.9,0.0,2013,12,30,0,4,0,30,0,0,0,25062.428,41088.184,42092.115,21273.317,27554.720999999998,5725.912544316296,30691.625,6295.695590759535,30924.57833333333,6779.536533897602
2013-12-31,21858.742,0,5085.0,98.17,1.0,2013,12,31,1,4,0,31,0,1,1,33065.991,38076.623,29312.315,32135.533,25237.880857142856,3671.4203456997434,30159.226928571425,6722.031725572004,30582.018633333333,6973.110708396981
2014-01-02,47024.63,0,4422.0,95.14,0.0,2014,1,2,3,1,0,2,0,0,0,21858.742,24526.033,28484.056,46422.157,28451.966142857145,8969.571388905764,31483.553642857143,8059.853417402464,30602.101066666666,7021.00617003764
2014-01-03,42599.8299,0,4167.0,93.66,0.0,2014,1,3,4,1,0,3,0,0,0,47024.63,22924.373,35173.904,38354.881,31262.7457,9975.166300283021,32013.976921428573,8550.79893043978,30743.59936333333,7222.52355596165
2014-01-04,66224.098,0,5341.0,93.66,0.0,2014,1,4,5,1,1,4,0,0,0,42599.8299,23745.096,30876.291,25119.819,37331.174557142855,15837.844720706114,34538.82027857143,12497.078088638014,32113.741996666664,9619.844256100694
2014-01-05,67869.904,0,5123.0,93.66,0.0,2014,1,5,6,1,1,5,0,0,0,66224.098,25482.503,30466.889,24250.33,43386.51755714285,18441.69496351783,37210.46420714286,15253.63379044272,33567.727796666666,11502.54594549521
2014-01-06,35479.564,0,3917.0,93.12,0.0,2014,1,6,0,1,0,6,0,0,0,67869.904,25062.428,41398.064,18840.624,44874.679842857135,17087.139151522217,36787.71420714286,15210.602191070839,34122.359130000004,11164.116450627154
2014-01-07,33580.124,0,3663.0,93.31,0.0,2014,1,7,1,1,0,7,0,0,0,35479.564,33065.991,41088.184,31338.449,44948.127414285715,17028.92658576703,36251.42420714286,15179.641082701728,34197.08163,11152.336615126824
2014-01-08,47004.0929,0,4254.0,91.9,0.0,2014,1,8,2,1,0,8,0,0,0,33580.124,21858.742,38076.623,32877.163,48540.32039999999,13666.786784777261,36889.100628571425,15447.367812926921,34667.97929333333,11390.390325932733
2014-01-09,31860.837,0,3723.0,91.36,0.0,2014,1,9,3,1,0,9,0,0,0,47004.0929,47024.63,24526.033,36016.826,46374.064257142854,15076.170797488847,37413.0152,15116.650075986436,34529.446326666664,11398.689701569434
2014-01-10,36090.1537,0,4010.0,92.39,0.0,2014,1,10,4,1,0,10,0,0,0,31860.837,42599.8299,22924.373,25644.45,45444.11051428572,15541.373969226097,38353.428107142856,14544.674847367382,34877.63645,11276.81362030834
2014-01-11,55630.36,0,5053.0,92.39,0.0,2014,1,11,5,1,1,11,0,0,0,36090.1537,66224.098,23745.096,26656.403,43930.719371428575,13571.570521546466,40630.94696428572,14577.612134461007,35843.43501666666,11778.023203012091
2014-01-12,56982.429,0,4852.0,92.39,0.0,2014,1,12,6,1,1,12,0,0,0,55630.36,67869.904,25482.503,30728.707,42375.36580000001,10688.419347986539,42880.94167857142,14490.339023694885,36718.55908333333,12346.51206718779
2014-01-13,34139.751,0,3913.0,91.45,0.0,2014,1,13,0,1,0,13,0,0,0,56982.429,35479.564,25062.428,23076.183,42183.963942857146,10843.35952648094,43529.321892857144,13819.252048709268,37087.34468333333,12087.48310685941
2014-01-14,28619.932,0,3560.0,92.15,0.0,2014,1,14,1,1,0,14,0,0,0,34139.751,33580.124,33065.991,28384.902000000002,41475.36508571428,11632.660840103646,43211.746250000004,14125.887601719936,37095.17901666667,12081.723038068909
2014-01-15,36914.5454,0,3872.0,93.78,0.0,2014,1,15,2,1,0,15,0,0,1,28619.932,47004.0929,21858.742,36116.058,40034.001157142855,11457.198061075833,44287.16077857143,12894.66742883266,37121.79526333334,12080.371102558152
2014-01-16,32441.581,0,3781.0,93.54,0.0,2014,1,16,3,1,0,16,0,0,0,36914.5454,31860.837,47024.63,42092.115,40116.96458571428,11390.056887873308,43245.51442142857,13240.890825213557,36800.110796666675,12071.941696908681
2014-01-17,36528.0114,0,3953.0,93.96,0.0,2014,1,17,4,1,0,17,0,0,0,32441.581,36090.1537,42599.8299,29312.315,40179.51568571428,11365.43272407687,42811.81310000001,13362.548267517876,37040.63401,11989.209118573703
2014-01-18,56954.546,0,4950.0,93.96,0.0,2014,1,18,5,1,1,18,0,0,0,36528.0114,55630.36,66224.098,28484.056,40368.68511428572,11672.338544218348,42149.70224285714,12300.701634911879,37989.650343333335,12408.038032765477
2014-01-19,57108.134,0,4711.0,93.96,0.0,2014,1,19,6,1,1,19,0,0,0,56954.546,56982.429,67869.904,35173.904,40386.64297142857,11702.217227588199,41381.00438571429,10816.468007027031,38720.79134333333,12873.889375409128
2014-01-20,47262.681,0,3661.0,93.96,0.0,2014,1,20,0,1,0,20,0,0,0,57108.134,34139.751,35479.564,30876.291,42261.34725714285,11585.23453082634,42222.6556,10780.315352706117,39267.004343333334,12877.206588128596
2014-01-21,31216.803,0,3781.0,94.51,0.0,2014,1,21,1,1,0,21,0,0,0,47262.681,28619.932,33580.124,30466.889,42632.32882857142,11107.327244896393,42053.846957142865,10943.329820680612,39292.001476666665,12860.251514941261
2014-01-22,39696.2649,0,3954.0,96.35,0.0,2014,1,22,2,1,0,22,0,0,0,31216.803,36914.5454,47004.0929,41398.064,43029.71732857143,10916.79372853581,41531.85924285714,10863.038037172884,39235.27484,12854.393310464005
2014-01-23,26562.924,0,3568.0,97.23,0.0,2014,1,23,3,1,0,23,0,0,0,39696.2649,32441.581,31860.837,41088.184,42189.909185714285,12035.835516380508,41153.43688571428,11308.976157560246,38751.099506666666,13054.197138346406
2014-01-24,33638.3732,0,3971.0,96.66,0.0,2014,1,24,4,1,0,24,0,0,0,26562.924,36528.0114,36090.1537,38076.623,41777.103728571434,12308.850760226427,40978.309707142864,11411.931053135111,38603.15784666666,13087.21180832577
2014-01-25,50336.988,0,4813.0,96.66,0.0,2014,1,25,5,1,1,25,0,0,0,33638.3732,56954.546,55630.36,24526.033,40831.738300000005,11148.301040278864,40600.21170714286,10968.202583755628,39463.52301333333,12977.817618565465
2014-01-26,54292.426,0,4525.0,96.66,0.0,2014,1,26,6,1,1,26,0,0,0,50336.988,57108.134,56982.429,22924.373,40429.4943,10494.793560247683,40408.068635714284,10678.88609255345,40509.12478,12862.459601588558
2014-01-27,31841.584,0,3723.0,95.82,0.0,2014,1,27,0,1,0,27,0,0,0,54292.426,47262.681,34139.751,23745.096,38226.480442857144,10439.75593339983,40243.91385,10799.634980408475,40779.00771333334,12580.433139544028
2014-01-28,26648.06,0,3491.0,97.49,0.0,2014,1,28,1,1,0,28,0,0,0,31841.584,31216.803,28619.932,25482.503,37573.80287142857,11074.545511417105,40103.065850000006,10974.340904915027,40817.85961333334,12533.275687222167
2014-01-29,35791.3235,0,3810.0,97.34,0.0,2014,1,29,2,1,0,29,0,0,0,26648.06,39696.2649,36914.5454,25062.428,37015.954099999995,11048.132350394813,40022.83571428571,11003.51133136085,41175.48946333334,12217.28912139001
2014-01-30,27103.361,0,3638.0,98.25,0.0,2014,1,30,3,1,0,30,0,0,0,35791.3235,26562.924,32441.581,33065.991,37093.15938571429,10964.48288560773,39641.53428571428,11372.728290453259,40976.73513000001,12400.88732420969
2014-01-31,34240.6831,0,4189.0,97.55,0.0,2014,1,31,4,1,0,31,0,1,1,27103.361,33638.3732,36528.0114,21858.742,37179.20365714286,10935.176859930441,39478.153692857144,11437.145278927574,41389.4665,11940.144553106478
2014-02-01,38545.72,0,5130.0,97.55,0.0,2014,2,1,5,1,1,1,1,0,0,34240.6831,50336.988,56954.546,47024.63,35494.7368,9366.13256810781,38163.23755,10272.243705722434,41106.83616666667,11902.448220846745
2014-02-02,38334.13,0,4827.0,97.55,0.0,2014,2,2,6,1,1,2,0,0,0,38545.72,54292.426,57108.134,42599.8299,33214.98022857143,4910.441935471553,36822.237264285715,8716.434688153744,40964.64617,11909.47502417578
2014-02-03,23293.149,0,3989.0,96.44,0.0,2014,2,3,0,1,0,3,0,0,0,38334.13,31841.584,47262.681,66224.098,31993.77522857143,6202.039532460959,35110.12783571428,8860.829705358046,39533.61453666666,11335.082289225264
2014-02-04,19283.974,0,3742.0,97.24,0.0,2014,2,4,1,1,0,4,0,0,0,23293.149,26648.06,31216.803,67869.904,30941.76294285714,7702.889427492017,34257.78290714286,9789.41430065883,37914.08353666667,10593.51598387413
2014-02-05,24106.276,0,4147.0,97.4,0.0,2014,2,5,2,1,0,5,0,0,0,19283.974,35791.3235,39696.2649,35479.564,29272.470442857146,7742.812959853913,33144.21227142857,10007.457499278507,37534.97393666666,10883.191385149783
2014-02-06,19545.262,0,3712.0,97.84,0.0,2014,2,6,3,1,0,6,0,0,0,24106.276,27103.361,26562.924,33580.124,28192.74201428572,8577.681982399945,32642.950699999998,10524.842705528532,37067.14520333333,11350.671821038917
2014-02-07,22461.0052,0,4093.0,99.98,0.0,2014,2,7,4,1,0,7,0,0,0,19545.262,34240.6831,33638.3732,47004.0929,26509.930885714282,8345.77749142235,31844.56727142857,10862.063143431973,36249.04228,11493.344996959026
2014-02-08,31493.51,0,4909.0,99.98,0.0,2014,2,8,5,1,1,8,0,0,0,22461.0052,38545.72,50336.988,31860.837,25502.472314285715,6961.597558400458,30498.60455714286,9472.99157737246,36236.79804666667,11498.37565950194
2014-02-09,31436.724,0,4590.0,99.98,0.0,2014,2,9,6,1,1,9,0,0,0,31493.51,38334.13,54292.426,36090.1537,24517.1286,5075.277198502542,28866.054414285714,6586.755079434341,36081.68372333333,11531.76128859013
2014-02-10,20699.438,0,3788.0,100.12,0.0,2014,2,10,0,1,0,10,0,0,0,31436.724,23293.149,31841.584,55630.36,24146.598457142856,5270.455691851051,28070.186842857143,6866.762908045373,34917.31965666667,11249.911054092077
2014-02-11,19062.98,0,3687.0,99.96,0.0,2014,2,11,1,1,0,11,0,0,0,20699.438,19283.974,26648.06,56982.429,24115.027885714284,5304.986683902988,27528.395414285715,7274.716097462339,33653.33802333333,10806.792263166915
2014-02-12,22616.428,0,4220.0,100.38,0.0,2014,2,12,2,1,0,12,0,0,0,19062.98,24106.276,35791.3235,34139.751,23902.192457142857,5335.196573740295,26587.33145,6969.3419280106245,33269.227256666665,10992.107771276396
2014-02-13,18793.617,0,4242.0,100.27,0.0,2014,2,13,3,1,0,13,0,0,0,22616.428,19545.262,27103.361,28619.932,23794.814599999994,5443.955746914986,25993.778307142853,7269.408364392929,32941.68342333333,11278.107204610455
2014-02-14,18833.928,0,4362.0,100.31,0.0,2014,2,14,4,1,0,14,0,0,0,18793.617,22461.0052,34240.6831,36914.5454,23276.660714285714,5755.749143881816,24893.2958,7088.848375966927,32338.996176666664,11538.57628031383
2014-02-15,33489.27,0,4905.0,100.31,0.0,2014,2,15,5,1,1,15,0,0,1,18833.928,31493.51,38545.72,32441.581,23561.769285714283,6258.110167345219,24532.1208,6438.757939519357,32373.919143333333,11540.48279713284
2014-02-16,33566.767,0,4739.0,100.31,0.0,2014,2,16,6,1,1,16,0,0,0,33489.27,31436.724,38334.13,36528.0114,23866.06114285714,6738.206610693051,24191.59487142857,5740.911296852578,32275.210996666665,11516.365652053837
2014-02-17,22465.329,0,3741.0,100.31,0.0,2014,2,17,0,1,0,17,0,0,0,33566.767,20699.438,23293.149,56954.546,24118.331285714285,6632.11425317045,24132.46487142857,5755.122484940338,31125.57043,10657.177705462424
2014-02-18,19353.303,0,3672.0,102.54,0.0,2014,2,18,1,1,0,18,0,0,0,22465.329,19062.98,19283.974,57108.134,24159.806,6596.040651795696,24137.416942857144,5750.657713269958,29867.07606333333,9666.269278865711
2014-02-19,22963.304,0,4024.0,103.46,0.0,2014,2,19,2,1,0,19,0,0,0,19353.303,22616.428,24106.276,47262.681,24209.359714285714,6583.804954479487,24055.776085714286,5759.240681708355,29057.09683,9163.343574022283
2014-02-20,17429.657,0,3747.0,103.2,0.0,2014,2,20,3,1,0,20,0,0,0,22963.304,18793.617,19545.262,31216.803,24014.508285714288,6787.8231201666285,23904.661442857145,5912.41269192078,28597.525296666663,9394.121317746636
2014-02-21,19806.8782,0,3838.0,102.53,0.0,2014,2,21,4,1,0,21,0,0,0,17429.657,18833.928,22461.0052,39696.2649,24153.50117142857,6673.052299479527,23715.08094285714,6004.105155569646,27934.545739999998,9285.032715784577
2014-02-22,33223.684,0,5233.0,102.53,0.0,2014,2,22,5,1,1,22,0,0,0,19806.8782,33489.27,31493.51,26562.924,24115.560314285714,6611.59741555492,23838.6648,6191.410770474057,28156.571073333333,9330.627955618675
2014-02-23,28292.816,0,4342.0,102.53,0.0,2014,2,23,6,1,1,23,0,0,0,33223.684,33566.767,31436.724,33638.3732,23362.138742857143,5574.196072229002,23614.09994285714,5946.811190290361,27978.38583333333,9273.197997771837
2014-02-24,20883.013,0,3845.0,103.17,0.0,2014,2,24,0,1,0,24,0,0,0,28292.816,22465.329,20699.438,50336.988,23136.0936,5648.216429364638,23627.212442857137,5940.088693002903,26996.586666666666,8336.238233650714
2014-02-25,28183.484,0,3760.0,102.2,0.0,2014,2,25,1,1,0,25,0,0,0,20883.013,19353.303,19062.98,54292.426,24397.548028571426,5648.626192811467,24278.677014285717,5901.018199821104,26126.288599999996,6562.475582563789
2014-02-26,19054.396,0,3996.0,102.93,0.0,2014,2,26,2,1,0,26,0,0,0,28183.484,22963.304,22616.428,31841.584,23839.1326,5996.544704071425,24024.246157142854,6053.034552417368,25700.049,6593.657205378254
2014-02-27,17144.783,0,3899.0,102.68,0.0,2014,2,27,3,1,0,27,0,0,0,19054.396,17429.657,18793.617,26648.06,23798.436314285715,6048.038747035969,23906.472299999998,6177.398613661215,25383.2731,6772.39983765005
2014-02-28,22526.0491,0,4440.0,102.88,0.0,2014,2,28,4,1,0,28,0,1,1,17144.783,19806.8782,18833.928,35791.3235,24186.889300000003,5832.420868194096,24170.195235714284,6021.017437258083,24941.097286666667,6496.8618940207725
2014-03-01,53928.678,0,4857.0,102.88,0.0,2014,3,1,5,1,1,1,1,0,0,22526.0491,33223.684,33489.27,27103.361,27144.745585714285,12555.017184903942,25630.152949999996,9767.158209341007,25835.27452,8378.307546847032
2014-03-02,42455.376,0,3982.0,102.88,1.0,2014,3,2,6,1,1,2,0,0,0,53928.678,28292.816,33566.767,34240.6831,29167.968442857145,13845.661546602698,26265.05359285714,10577.99180394862,26109.09761666667,8786.770208667316
2014-03-03,41398.459,0,4004.0,105.34,1.0,2014,3,3,0,1,0,3,0,0,0,42455.376,20883.013,22465.329,38545.72,32098.746442857144,13970.398805806517,27617.420021428574,11244.138167517307,26204.188916666666,8940.100120634783
2014-03-04,53082.461,0,4555.0,103.64,1.0,2014,3,4,1,1,0,4,0,0,0,41398.459,28183.484,19353.303,38334.13,35655.74315714285,15850.623930941478,30026.645592857145,12837.774467541409,26695.79995,9975.646054784786
2014-03-05,42861.1016,0,4002.0,101.75,0.0,2014,3,5,2,1,0,5,0,0,0,53082.461,19054.396,22963.304,23293.149,39056.7011,14158.628301941922,31447.91685,13094.514974321615,27348.065036666663,10377.142261171879
2014-03-06,36285.962,0,4011.0,101.82,0.0,2014,3,6,3,1,0,6,0,0,0,42861.1016,17144.783,17429.657,19283.974,41791.15524285714,10630.182629967265,32794.79577857143,12497.87706016084,27914.79797,10385.81296121875
2014-03-07,35323.3491,0,4127.0,102.82,0.0,2014,3,7,4,1,0,7,0,0,0,36285.962,22526.0491,19806.8782,24106.276,43619.340957142864,7363.163462391091,33903.11512857143,11932.72964152664,28288.700406666667,10445.715033683387
2014-03-08,49641.777,0,5192.0,102.82,0.0,2014,3,8,5,1,1,8,0,0,0,35323.3491,53928.678,33223.684,19545.262,43006.92652857142,6489.209025299462,35075.83605714286,12646.253585236362,29291.91757333333,11007.190030576412
2014-03-09,65236.288,0,5533.0,102.82,0.0,2014,3,9,6,1,1,9,0,0,0,49641.777,42455.376,28292.816,22461.0052,46261.342528571426,10585.845436073605,37714.655485714284,14794.013433913717,30717.76033333333,12727.833080649425
2014-03-10,35022.716,0,3771.0,101.39,0.0,2014,3,10,0,1,0,10,0,0,0,65236.288,41398.459,20883.013,31493.51,45350.5221,11322.637168103985,38724.63427142857,14018.883925285587,30835.400533333337,12751.538098144234
2014-03-11,32751.994,0,3844.0,100.29,0.0,2014,3,11,1,1,0,11,0,0,0,35022.716,53082.461,28183.484,31436.724,42446.16967142857,11612.535357469627,39050.95641428571,13806.1974975354,30879.242866666664,12755.937181919797
2014-03-12,41069.0257,0,4139.0,98.29,0.0,2014,3,12,2,1,0,12,0,0,0,32751.994,42861.1016,19054.396,20699.438,42190.15882857143,11621.613705519874,40623.429964285715,12550.01352667324,31558.229123333334,12737.504553480629
2014-03-13,28479.314,0,3660.0,98.57,0.0,2014,3,13,3,1,0,13,0,0,0,41069.0257,36285.962,17144.783,19062.98,41074.92339999999,12614.759252667944,41433.03932142857,11213.292457820171,31872.106923333333,12533.361734587712
2014-03-14,31268.1149,0,3996.0,99.23,0.0,2014,3,14,4,1,0,14,0,0,0,28479.314,35323.3491,22526.0491,22616.428,40495.60422857143,13009.84574035621,42057.47259285714,10284.36316114274,32160.496486666667,12411.9959946375
2014-03-15,50209.352,0,5025.0,99.23,0.0,2014,3,15,5,1,1,15,0,0,1,31268.1149,49641.777,53928.678,18793.617,40576.686371428565,13077.938907004598,41791.80645,9998.173503391978,33207.687653333334,12569.614608115266
2014-03-16,72709.465,0,5553.0,99.23,0.0,2014,3,16,6,1,1,16,0,0,0,50209.352,65236.288,42455.376,18833.928,41644.28308571428,15506.106791812306,43952.81280714286,12978.109265099552,35003.53888666667,14189.474156019101
2014-03-17,35288.98,0,3965.0,98.43,0.0,2014,3,17,0,1,0,17,0,0,0,72709.465,35022.716,41398.459,33489.27,41682.320799999994,15487.471741170048,43516.42145,13171.87654689114,35063.529220000004,14186.655494016
2014-03-18,29881.96,0,3644.0,100.08,0.0,2014,3,18,1,1,0,18,0,0,0,35288.98,32751.994,53082.461,33566.767,41272.315942857145,15798.16305764934,41859.24280714285,13334.225380759604,34940.702320000004,14215.982261462721
2014-03-19,40301.2413,0,4133.0,100.71,0.0,2014,3,19,2,1,0,19,0,0,0,29881.96,41069.0257,42861.1016,22465.329,41162.63245714286,15802.474393515868,41676.39564285715,13336.981405164735,35535.23273,14048.225859908123
2014-03-20,28380.389,0,3576.0,99.68,0.0,2014,3,20,3,1,0,20,0,0,0,40301.2413,28479.314,36285.962,19353.303,41148.50031428571,15815.746185560803,41111.71185714286,13743.918425479918,35836.135596666674,13783.8580099029
2014-03-21,33102.3863,0,3914.0,99.97,0.0,2014,3,21,4,1,0,21,0,0,0,28380.389,31268.1149,35323.3491,22963.304,41410.539085714285,15638.969749786476,40953.07165714286,13828.428456264797,36174.105006666665,13580.13813310959
2014-03-22,55151.025,0,5231.0,99.97,0.0,2014,3,22,5,1,1,22,0,0,0,33102.3863,50209.352,49641.777,17429.657,42116.492371428576,16203.690439615018,41346.58937142858,14168.901288279209,37431.48394,13530.965135715893
2014-03-23,61070.69,0,5200.0,99.97,0.0,2014,3,23,6,1,1,23,0,0,0,55151.025,72709.465,65236.288,19806.8782,40453.81022857143,12775.872790214225,41049.04665714286,13663.353372680189,38806.94433333333,13772.726803438758
2014-03-24,32621.523,0,3732.0,100.05,0.0,2014,3,24,0,1,0,24,0,0,0,61070.69,35288.98,35022.716,33223.684,40072.74494285714,12993.526144375766,40877.53287142857,13759.552167713347,38786.87230000001,13781.580234436444
2014-03-25,40972.223,0,3637.0,99.66,0.0,2014,3,25,1,1,0,25,0,0,0,32621.523,29881.96,32751.994,28292.816,41657.06822857143,12195.468633168508,41464.69208571429,13560.084488041732,39209.5192,13642.376027986073
2014-03-26,39789.3729,0,4051.0,100.61,0.0,2014,3,26,2,1,0,26,0,0,0,40972.223,40301.2413,41069.0257,20883.013,41583.94417142857,12206.482706480047,41373.288314285724,13567.267636569524,39839.73119666667,13195.974664414995
2014-03-27,26546.899,0,3527.0,101.25,0.0,2014,3,27,3,1,0,27,0,0,0,39789.3729,28380.389,28479.314,28183.484,41322.017028571434,12551.812205859933,41235.25867142858,13717.535886927844,39785.17836333333,13249.099750448613
2014-03-28,33682.121399999996,0,4056.0,101.73,0.0,2014,3,28,4,1,0,28,0,0,0,26546.899,33102.3863,31268.1149,19054.396,41404.83632857143,12490.300240274904,41407.68770714285,13597.256407046878,40272.769210000006,12718.39599463217
2014-03-29,58416.138,0,5444.0,101.73,0.0,2014,3,29,5,1,1,29,0,0,0,33682.121399999996,55151.025,50209.352,17144.783,41871.28104285715,13133.603766792963,41993.88670714286,14170.709880380098,41648.48104333333,12357.422587367717
2014-03-30,62628.939,0,5201.0,101.73,0.0,2014,3,30,6,1,1,30,0,0,0,58416.138,61070.69,72709.465,22526.0491,42093.88804285715,13520.758545323839,41273.849135714285,12666.180033961053,42985.244040000005,12386.55423745792
2014-03-31,37292.342,0,4121.0,101.57,0.0,2014,3,31,0,1,0,31,0,1,1,62628.939,32621.523,35288.98,53928.678,42761.147899999996,13083.564529105086,41416.946421428576,12604.530874377895,42430.699506666664,12251.3895736344
2014-04-01,25795.31,0,4158.0,99.69,1.0,2014,4,1,1,2,0,1,1,0,0,37292.342,40972.223,29881.96,42455.376,40593.01747142857,14599.154320186353,41125.04284999999,12935.197320404735,41875.36397333334,12622.207436506073
2014-04-02,26778.774,0,4366.0,99.6,0.0,2014,4,2,2,2,0,2,0,0,0,25795.31,39789.3729,40301.2413,41398.459,38734.360485714285,15517.823509030959,40159.15232857142,13494.234792517807,41388.04114,12919.963943432398
2014-04-03,19494.696,0,3763.0,100.29,0.0,2014,4,3,3,2,0,3,0,0,0,26778.774,26546.899,28380.389,53082.461,37726.90291428572,16630.006792412365,39524.45997142857,14277.113618635876,40268.44897333333,13320.703470674514
2014-04-04,24838.8034,0,4381.0,101.16,0.0,2014,4,4,4,2,0,4,0,0,0,19494.696,33682.121399999996,33102.3863,42861.1016,36463.57177142857,17310.466814667954,38934.20405,14726.782254911366,39667.705700000006,13603.141660607402
2014-04-05,39148.231,0,5529.0,101.16,0.0,2014,4,5,5,2,1,5,0,0,0,24838.8034,58416.138,55151.025,36285.962,33711.013628571425,14549.740919201946,37791.14733571429,13973.006744512177,39763.11466666667,13588.634964179424
2014-04-06,44150.857,0,5571.0,101.16,0.0,2014,4,6,6,2,1,6,0,0,0,39148.231,62628.939,61070.69,35323.3491,31071.287628571426,9075.026292361483,36582.58783571429,12453.742417792833,40057.36493,13584.756002116897
2014-04-07,23442.186,0,4025.0,100.43,0.0,2014,4,7,0,2,0,7,0,0,0,44150.857,37292.342,32621.523,49641.777,29092.693914285715,9002.170625332878,35926.920907142856,12911.550108892428,39184.04523,13787.981861615111
2014-04-08,20750.016,0,3868.0,102.57,0.0,2014,4,8,1,2,0,8,0,0,0,23442.186,25795.31,40972.223,65236.288,28371.93762857143,9498.469723637772,34482.47755,13424.659220920717,37701.16949666666,13272.049107390812
2014-04-09,23151.396,0,4315.0,103.55,0.0,2014,4,9,2,2,0,9,0,0,0,20750.016,26778.774,39789.3729,35022.716,27853.740771428573,9696.749895490373,33294.05062857143,13653.222861972365,37305.45883,13529.14545493121
